Gene name	Human gene name
Cdyl	CDY2A
Cdyl	CDY1
Iqcm	IQCM
Agtr2	AGTR2
Erbb2	ERBB2
Scoc	SCOC
C1qtnf3	C1QTNF3-AMACR
C1qtnf3	C1QTNF3
Ifnlr1	IFNLR1
Smap2	SMAP2
Cadm4	CADM4
Gdpd4	GDPD4
Faah	FAAH
Sdc2	SDC2
Mboat7	MBOAT7
Anks1	ANKS1A
Ep400	EP400
Tsc22d2	TSC22D2
Cabp1	CABP1
Cars	CARS
Rab3gap1	RAB3GAP1
Blvrb	BLVRB
Fchsd2	FCHSD2
Rgs7	RGS7
Amph	AMPH
Rnaseh1	AC108488.2
Zcchc9	ZCCHC9
Bmp1	BMP1
Mapre2	MAPRE2
Olfr146	OR8G5
Per2	PER2
Hamp	HAMP
Vwc2	VWC2
Tekt1	TEKT1
Brms1l	BRMS1L
Sepsecs	SEPSECS
Hamp2	HAMP
Krtcap3	KRTCAP3
Mastl	MASTL
Arid4a	ARID4A
Zpbp	ZPBP
Egln3	EGLN3
Tmem254a	TMEM254
Ercc6l	ERCC6L
Plpp4	PLPP4
Il22ra1	IL22RA1
Zfp366	ZNF366
Gm8909	HLA-G
Gm8909	HLA-B
Gm8909	HLA-A
Gm8909	HLA-F
Gm8909	HLA-C
Gm8909	HLA-E
Slc39a1	SLC39A1
Wnt5a	WNT5A
Mroh2b	MROH2B
Olfr936	OR8G5
Ndor1	NDOR1
Ptcd2	PTCD2
Spata48	SPATA48
9930021J03Rik	KIAA2026
Olfr937	OR8G1
Dync1h1	DYNC1H1
E2f3	E2F3
Mex3c	MEX3C
Dydc1	DYDC1
Elobl	ELOB
Marc1	MARC1
Cphx1	CPHXL
Cphx1	AC025287.4
Olfr1052	OR5J2
Mtmr14	MTMR14
Gm3376	RBMY1B
Gm3376	RBMY1A1
Gm3376	RBMY1D
Gm3376	RBMY1E
Gm3376	RBMY1F
Gm3376	RBMY1J
Slc51a	SLC51A
Nsrp1	NSRP1
Magel2	MAGEL2
Cpne7	CPNE7
Mkrn3	MKRN3
Uqcr10	UQCR10
Ndn	NDN
Slc6a14	SLC6A14
Nxph3	NXPH3
Peg12	FRAT1
Taar8c	TAAR8
Smad4	SMAD4
Spred1	SPRED1
Sh3gl3	SH3GL3
Ppcdc	PPCDC
Taar9	TAAR9
Dkkl1	DKKL1
Boc	BOC
Xpo6	XPO6
Lin52	LIN52
Gas2l1	GAS2L1
Ngfr	NGFR
Sec61a1	SEC61A1
Il1r2	IL1R2
Afm	AFM
Pi16	PI16
Nek8	NEK8
Mst1r	MST1R
Grik1	GRIK1
C1qtnf6	C1QTNF6
Emc8	EMC8
Trap1	TRAP1
Tmem140	TMEM140
Cnih3	CNIH3
Adamdec1	ADAMDEC1
Mrps27	MRPS27
3110062M04Rik	C7orf49
Cdon	CDON
Lrrn4	LRRN4
Sbspon	SBSPON
Anxa9	ANXA9
Usp27x	USP27X
Ikbkb	IKBKB
Wdr4	WDR4
Stx7	STX7
Pax2	PAX2
Cabp7	CABP7
Nrgn	NRGN
Olfr267	OR2K2
Prickle1	PRICKLE1
Coil	COIL
Polr2e	POLR2E
Fbxo41	FBXO41
Olfr1053	OR8K5
Atg16l2	ATG16L2
Hmg20b	HMG20B
Tspan18	TSPAN18
Tmem212	TMEM212
Cish	CISH
Zmat5	ZMAT5
C1qtnf7	C1QTNF7
Psmc2	PSMC2
Saxo1	SAXO1
Kdm4b	KDM4B
Sptssa	SPTSSA
Znhit2	ZNHIT2
Col9a2	COL9A2
Mtfr2	MTFR2
4930444P10Rik	C8orf89
Plrg1	PLRG1
Cers2	CERS2
Zdhhc19	ZDHHC19
Rasl10a	RASL10A
Dnase1	DNASE1
Capn10	CAPN10
Cep57l1	CEP57L1
Rtp3	RTP3
Eif2a	EIF2A
Dna2	DNA2
Ttbk2	TTBK2
Pepd	PEPD
Sowahb	SOWAHB
Cavin2	CAVIN2
Acvr1	ACVR1
Rpe65	RPE65
Pccb	PCCB
Fermt1	FERMT1
Ocrl	OCRL
Tmem203	TMEM203
Pros1	PROS1
Tmbim1	TMBIM1
AL732309.2	NDOR1
Dync1i1	DYNC1I1
Mindy3	MINDY3
Itgb5	ITGB5
Ncoa6	NCOA6
Hectd2	HECTD2
Ckmt2	CKMT2
Zmym1	ZMYM1
Prdm10	PRDM10
Myom3	MYOM3
Crtc2	CRTC2
Rabggta	RABGGTA
Csn2	CSN2
Suclg1	SUCLG1
Itpkb	ITPKB
Fam98b	FAM98B
Rab9	RAB9A
Rps4x	RPS4X
Spdl1	SPDL1
Trav11	TRAV10
Serp1	SERP1
Mindy1	MINDY1
Sec16b	SEC16B
Sept11	SEPT11
Trav7-5	TRAV12-1
Trav7-5	TRAV12-2
Trav7-5	TRAV12-3
Trav12-1	TRAV18
Psg26	PSG6
Psg26	CEACAM8
Psg26	PSG5
Psg26	PSG2
Psg26	CEACAM6
Psg26	CEACAM5
Psg26	PSG3
Psg26	CEACAM3
Psg26	PSG9
Psg26	PSG7
Psg26	CEACAM7
Psg26	CEACAM1
Psg26	PSG4
Psg26	PSG11
Psg26	PSG1
Psg26	PSG8
Psg26	AC243967.1
Sh3rf3	SH3RF3
Tekt5	TEKT5
Olfr1493-ps1	OR10W1
Cldn23	CLDN23
A26c2	CCDC144A
A26c2	AC098850.4
Irf8	IRF8
Sfpq	SFPQ
Il34	IL34
Glipr2	GLIPR2
Hdac5	HDAC5
Hprt	HPRT1
Trim25	TRIM25
Orc2	ORC2
Ralgps1	RALGPS1
Rps15a	RPS15A
Rreb1	RREB1
Trav13-1	TRAV22
Rraga	RRAGA
Bpifc	BPIFC
Arhgdig	ARHGDIG
Pnkd	PNKD
Trim30c	TRIM5
Trav14-1	TRAV23DV6
Ear1	RNASE3
Ear1	RNASE2
Xpo1	XPO1
Adora2a	ADORA2A
Hoxc4	HOXC4
Sdhc	SDHC
Olfr1054	OR8K3
Ranbp6	RANBP6
Pi4k2b	AC104662.2
Pi4k2b	PI4K2B
Tceanc	TCEANC
Itgb3bp	ITGB3BP
Ccin	CCIN
Rgs11	RGS11
Chrna7	CHRNA7
Chrna7	CHRFAM7A
Rgsl1	RGSL1
Wdtc1	WDTC1
Slc26a5	SLC26A5
Me1	ME1
Tbrg1	TBRG1
Chrna5	CHRNA5
Baz2b	BAZ2B
Haus6	HAUS6
Snrpd3	SNRPD3
Mat1a	MAT1A
Setdb1	SETDB1
Urb2	URB2
Wdr11	WDR11
Gucd1	GUCD1
Il1r1	IL1R1
Pgm2	PGM1
Pih1h3b	PIH1D3
Arhgap18	ARHGAP18
Tcf3	TCF3
Spa17	SPA17
Zdhhc7	ZDHHC7
Ccdc121	CCDC121
Fgf18	FGF18
Ccdc83	CCDC83
Efcab7	EFCAB7
Trav15-1-dv6-1	TRDV1
4921517D22Rik	C9orf153
Nr3c2	NR3C2
Cend1	CEND1
Map1lc3b	MAP1LC3B2
Map1lc3b	MAP1LC3B
Egfl6	EGFL6
Siae	SIAE
Tmem253	TMEM253
Pdia2	PDIA2
1700003E16Rik	AC005041.1
1700003E16Rik	C2orf81
Nif3l1	NIF3L1
Tas2r139	TAS2R39
Anapc4	ANAPC4
D3Ertd254e	ZNF519
D3Ertd254e	ZNF267
Ccdc113	CCDC113
Pef1	PEF1
Tas2r144	TAS2R40
Smad3	SMAD3
Trim30a	TRIM5
Prpf8	PRPF8
Ufm1	UFM1
Gpr149	GPR149
Trav9-2	TRAV8-3
Trav9-2	TRAV8-1
Nrp1	NRP1
Arhgef40	ARHGEF40
Slc6a8	AC136616.1
Slc6a8	SLC6A8
Tead2	TEAD2
Dnah14	DNAH14
Cpq	CPQ
Cdh15	CDH15
Smtnl2	SMTNL2
Ndufaf2	NDUFAF2
Mn1	MN1
Olfr1494	OR10Q1
Pm20d1	PM20D1
Prss54	PRSS54
Rasgrf2	RASGRF2
Gpx4	GPX4
Rps14	RPS14
Snapc4	SNAPC4
Mrpl52	MRPL52
Angptl2	ANGPTL2
Smim15	SMIM15
Trim30d	TRIM5
Upb1	UPB1
Scgn	SCGN
Ppil3	PPIL3
Lbr	LBR
Pspc1	PSPC1
Fbxo7	FBXO7
Cdan1	CDAN1
Wnt2b	WNT2B
Unc79	UNC79
Tmem214	TMEM214
Olfr370	OR10K2
Lrrn3	LRRN3
Sult2a5	SULT2A1
Smim17	SMIM17
Immp2l	IMMP2L
Hcrtr1	HCRTR1
Ahsa1	AHSA1
Fus	FUS
Fgf22	FGF22
Plcg2	PLCG2
Rps6kl1	RPS6KL1
Fam133b	FAM133B
Vsx2	VSX2
Gm20715	SMIM17
Snrnp70	SNRNP70
Lamp2	LAMP2
Rnf126	RNF126
Amacr	AMACR
Mpz	MPZ
Dock6	DOCK6
Gstk1	GSTK1
Slc35b2	SLC35B2
Ric8b	RIC8B
Kif13b	KIF13B
Rbck1	RBCK1
Olfr1058	OR8K3
Eapp	EAPP
Cep152	CEP152
Zmpste24	ZMPSTE24
Prr23a1	PRR23C
Prr23a1	PRR23B
Prr23a1	PRR23A
Chrna3	CHRNA3
Clta	CLTA
Serpinc1	SERPINC1
Rab11fip1	RAB11FIP1
Tssk1	TSSK1B
Cpped1	CPPED1
Zfp397	ZNF397
Mfng	MFNG
Tvp23a	TVP23A
Arhgef39	ARHGEF39
4833420G17Rik	C5orf34
Nepro	NEPRO
Spata31d1a	SPATA31D4
Spata31d1a	SPATA31D1
Spata31d1a	SPATA31D3
Camkv	CAMKV
Ndufs5	NDUFS5
Abcg5	ABCG5
Rassf6	RASSF6
Pfas	PFAS
Prune1	PRUNE1
Duxbl1	DUXB
Rasl11b	RASL11B
Nubp1	NUBP1
Card9	CARD9
Bmp2	BMP2
H2-T3	HLA-G
H2-T3	HLA-B
H2-T3	HLA-A
H2-T3	HLA-F
H2-T3	HLA-C
H2-T3	HLA-E
Il33	IL33
Pag1	PAG1
Stim2	STIM2
Ice1	ICE1
Gtpbp8	GTPBP8
Rad23a	RAD23A
Cd37	CD37
Ado	ADO
Ptprg	PTPRG
Zcchc4	ZCCHC4
Ndufb7	NDUFB7
Olfr27	OR8G1
Dctn1	DCTN1
Gmppb	GMPPB
Zfp428	ZNF428
Marc2	MARC2
Abcg8	ABCG8
Clp1	CLP1
Tm7sf2	TM7SF2
Tssc4	TSSC4
Dgke	DGKE
Hpn	HPN
Trav12-2	TRAV18
Mrpl9	MRPL9
Fgl1	FGL1
Alkal1	ALKAL1
Pjvk	PJVK
Trav12-3	TRAV18
Gadd45gip1	GADD45GIP1
Evx2	EVX2
Prr23a2	PRR23C
Prr23a2	PRR23B
Prr23a2	PRR23A
Adam28	ADAM28
Phf5a	PHF5A
Sesn1	SESN1
Galnt15	GALNT15
Gsc2	GSC2
Trav13-2	TRAV22
Scfd2	SCFD2
Slc4a11	SLC4A11
Prag1	PRAG1
Cbx5	CBX5
Prr23a3	PRR23C
Prr23a3	PRR23B
Prr23a3	PRR23A
Ptpn7	PTPN7
Tdrkh	TDRKH
Ppp3r2	PPP3R2
Trpm5	TRPM5
Gnmt	GNMT
Cdhr4	CDHR4
Tmco2	TMCO2
Grin3a	GRIN3A
Kbtbd12	KBTBD12
Mmp14	MMP14
Ccdc22	CCDC22
Gm45261	CCDC195
4931417E11Rik	JKAMP
Mtch1	MTCH1
Cd36	CD36
Psg25	PSG6
Psg25	CEACAM8
Psg25	PSG5
Psg25	PSG2
Psg25	CEACAM6
Psg25	CEACAM5
Psg25	PSG3
Psg25	CEACAM3
Psg25	PSG9
Psg25	PSG7
Psg25	CEACAM7
Psg25	CEACAM1
Psg25	PSG4
Psg25	PSG11
Psg25	PSG1
Psg25	PSG8
Psg25	AC243967.1
4930433I11Rik	C2orf78
Frmpd3	FRMPD3
Nabp1	NABP1
Celsr1	CELSR1
Csnka2ip	CSNKA2IP
Efemp2	EFEMP2
Gss	GSS
Ttf1	TTF1
Cts3	CTSL
Arl6ip1	AC138811.2
Arl6ip1	ARL6IP1
Rora	RORA
Rrm2b	RRM2B
Fstl3	FSTL3
Angptl8	ANGPTL8
Wdr91	WDR91
Efcab5	EFCAB5
Trav14-2	TRAV23DV6
Tinagl1	TINAGL1
Pcdh10	PCDH10
Hoxd13	HOXD13
Tcrg-V7	TRGV8
Tcrg-V7	TRGV1
Tcrg-V7	TRGV2
Tcrg-V7	TRGV4
Tcrg-V7	TRGV3
Tcrg-V7	TRGV5
Adi1	ADI1
Orm3	ORM1
Orm3	ORM2
Prss57	PRSS57
Trav15-2-dv6-2	TRDV1
Tcrg-V4	TRGV11
Ggt6	GGT6
Rrp1	RRP1
Col6a5	COL6A5
Traf3ip1	TRAF3IP1
Foxp3	FOXP3
Olfr1061	OR8K3
Slc4a10	SLC4A10
Arl8a	ARL8A
Sdr42e1	SDR42E1
Ucn2	UCN2
Idh3g	IDH3G
Aco1	ACO1
Ints5	INTS5
Zfpl1	ZFPL1
Rlf	RLF
Adamtsl3	ADAMTSL3
Lbhd1	LBHD1
Ubap2l	UBAP2L
Ctsm	CTSL
Oaz3	OAZ3
Ptgir	PTGIR
Ghrh	GHRH
Hoxd12	HOXD12
Pcp4l1	PCP4L1
1810009A15Rik	AP001458.2
1810009A15Rik	C11orf98
Trav3-3	TRAV5
Cc2d2a	CC2D2A
Sftpa1	SFTPA2
Sftpa1	SFTPA1
Slit3	SLIT3
Cav2	CAV2
Trav9-4	TRAV8-3
Trav9-4	TRAV8-1
Brd2	BRD2
Cxcl5	CXCL5
Cxcl5	CXCL6
Ninj1	NINJ1
Manba	MANBA
Ip6k1	IP6K1
Gtdc1	GTDC1
Olfr1495	OR10Q1
Fgfr1	FGFR1
Cav1	CAV1
CT030254.2	CTSL
Spata31d1b	SPATA31D4
Spata31d1b	SPATA31D1
Spata31d1b	SPATA31D3
Stx11	STX11
Ccdc69	CCDC69
Ctdspl	CTDSPL
Rgs2	RGS2
Ppp1r3f	PPP1R3F
Dhfr	DHFR2
Dhfr	DHFR
4932438H23Rik	C21orf62
Psg27	PSG6
Psg27	CEACAM8
Psg27	PSG5
Psg27	PSG2
Psg27	CEACAM6
Psg27	CEACAM5
Psg27	PSG3
Psg27	CEACAM3
Psg27	PSG9
Psg27	PSG7
Psg27	CEACAM7
Psg27	CEACAM1
Psg27	PSG4
Psg27	PSG11
Psg27	PSG1
Psg27	PSG8
Psg27	AC243967.1
Ehd3	EHD3
Cited1	CITED1
Tmem262	TMEM262
H2-M5	HLA-G
H2-M5	HLA-B
H2-M5	HLA-A
H2-M5	HLA-F
H2-M5	HLA-C
H2-M5	HLA-E
Cylc2	CYLC2
Acss2	ACSS2
Sertad3	SERTAD3
Vps51	VPS51
Msh3	MSH3
Olfr1496	OR1S2
Olfr1496	OR1S1
Lonrf1	LONRF1
Pop5	POP5
Sertad1	SERTAD1
Nsun4	NSUN4
Elac1	AC091551.1
Elac1	ELAC1
Casp2	CASP2
Hoxd10	HOXD10
Rell2	RELL2
Zfp365	ZNF365
Slc45a4	SLC45A4
Teddm1b	TEDDM1
Plac1	PLAC1
Teddm1a	TEDDM1
Elovl6	ELOVL6
Psg21	PSG6
Psg21	CEACAM8
Psg21	PSG5
Psg21	PSG2
Psg21	CEACAM6
Psg21	CEACAM5
Psg21	PSG3
Psg21	CEACAM3
Psg21	PSG9
Psg21	PSG7
Psg21	CEACAM7
Psg21	CEACAM1
Psg21	PSG4
Psg21	PSG11
Psg21	PSG1
Psg21	PSG8
Psg21	AC243967.1
Hoxd11	HOXD11
Olfr943	OR8G1
Spns2	SPNS2
Glul	GLUL
Bsn	BSN
Itga9	ITGA9
Ism2	ISM2
9330159F19Rik	KIAA0408
Msl2	MSL2
Smim4	SMIM4
Gpr35	GPR35
Psg23	PSG6
Psg23	CEACAM8
Psg23	PSG5
Psg23	PSG2
Psg23	CEACAM6
Psg23	CEACAM5
Psg23	PSG3
Psg23	CEACAM3
Psg23	PSG9
Psg23	PSG7
Psg23	CEACAM7
Psg23	CEACAM1
Psg23	PSG4
Psg23	PSG11
Psg23	PSG1
Psg23	PSG8
Psg23	AC243967.1
Gdpd2	GDPD2
Rnf10	RNF10
Mbip	MBIP
Gnl3	GNL3
Slc41a1	SLC41A1
Fgd5	FGD5
Svil	SVIL
Olfr1497	OR9Q2
Ptprn	PTPRN
Ear10	RNASE3
Ear10	RNASE2
Rpsa	RPSA
Fkbp7	FKBP7
Eid1	EID1
Soga3	AL096711.2
Soga3	SOGA3
Cenpv	CENPV
Shc4	SHC4
Snx6	SNX6
Irgq	IRGQ
Agr3	AGR3
Trmt2b	TRMT2B
Cttnbp2nl	CTTNBP2NL
Mgll	MGLL
Prss35	PRSS35
Mybbp1a	MYBBP1A
Fer1l6	FER1L6
Apeh	APEH
Spata31d1d	SPATA31D4
Spata31d1d	SPATA31D1
Spata31d1d	SPATA31D3
Trav5-4	TRAV13-2
Trav5-4	TRAV13-1
Olfr1499	OR9I1
Hdac6	HDAC6
Olfr1500	OR9Q1
Olig2	OLIG2
Chrnb4	CHRNB4
Zmym5	ZMYM5
Senp3	SENP3-EIF4A1
Senp3	SENP3
4930453N24Rik	C3orf38
Zfyve1	ZFYVE1
Gm2a	GM2A
Mro	MRO
Alkbh3	ALKBH3
Reep1	REEP1
Gm20379	HMGN2
Gm20379	HMGN4
Pgf	PGF
Mitd1	MITD1
Pex1	PEX1
Sema4g	SEMA4G
Ang5	ANG
Ltf	LTF
Hspb9	HSPB9
Fchsd1	FCHSD1
Tmsb4x	TMSB4X
Cul1	CUL1
Gm525	C17orf67
Rufy2	RUFY2
Adamts16	ADAMTS16
Uhrf2	UHRF2
Zmynd11	ZMYND11
Emb	EMB
Zfp219	ZNF219
Adamts20	ADAMTS20
Dpp6	DPP6
Itgb1	ITGB1
Cldn19	CLDN19
Tnik	TNIK
Mme	MME
Ppbp	PPBP
Lipt1	LIPT1
Trav7-6	TRAV12-1
Trav7-6	TRAV12-2
Trav7-6	TRAV12-3
Pbrm1	PBRM1
Hsd17b2	HSD17B2
Ggt7	GGT7
Prdm12	PRDM12
Cacna2d3	CACNA2D3
Nfrkb	NFRKB
Pf4	PF4V1
Pf4	PF4
Bcs1l	BCS1L
Olfr1065	OR8K3
Rab29	RAB29
Stum	STUM
Hemk1	HEMK1
Cstb	CSTB
Tcrg-C1	TRGC1
Tcrg-C1	TRGC2
Trim46	TRIM46
Prx	PRX
Mrpl35	MRPL35
Akirin1	AKIRIN1
Nog	NOG
Mst1	MST1
Ahdc1	AHDC1
Tyro3	TYRO3
Ppp2r3a	PPP2R3A
Gm13889	C11orf96
Hoxd9	HOXD9
Hao1	HAO1
Rasgrp1	RASGRP1
Slc16a13	SLC16A13
Gpr139	GPR139
Pdxk	PDXK
Gm9008	RNF26
Mboat1	MBOAT1
Uqcrh	UQCRHL
Uqcrh	UQCRH
Smad6	SMAD6
Cxcl3	CXCL2
Cxcl3	CXCL3
Cxcl3	CXCL1
Fam122b	FAM122B
Lrtm1	LRTM1
Nfe2	NFE2
Zfp57	ZFP57
Qrfpr	QRFPR
Fmo4	FMO4
Ccni	CCNI
Dchs2	DCHS2
Manbal	MANBAL
Neurod6	NEUROD6
Lrig1	LRIG1
Rpl23a	RPL23A
Hsp90ab1	HSP90AB1
Oxnad1	OXNAD1
Pfkfb4	PFKFB4
Secisbp2l	SECISBP2L
Setx	SETX
Tmpo	TMPO
Cog4	COG4
Tlcd1	TLCD1
Grb7	GRB7
Pde7b	PDE7B
Ptk2	PTK2
4930402H24Rik	C20orf194
Trav16	TRAV19
Yme1l1	YME1L1
Rab5c	RAB5C
Cxcl15	CXCL8
Orm2	ORM1
Orm2	ORM2
Tcof1	TCOF1
Rhbdl2	RHBDL2
Snap91	SNAP91
Tcrg-V3	TRGV11
Krtcap2	KRTCAP2
Palm	PALM
Fam212a	FAM212A
Bcl6b	BCL6B
Col24a1	COL24A1
Pinlyp	PINLYP
Gfi1	GFI1
Zbtb37	ZBTB37
Uba7	UBA7
Olfr944	OR8G1
Gatad1	GATAD1
Mterf2	MTERF2
Hnrnph3	HNRNPH3
Eif2s3x	AC068775.1
Eif2s3x	EIF2S3
Tecr	TECR
Fmo1	FMO1
Slc25a26	SLC25A26
Rad51d	RAD51D
Pdlim7	PDLIM7
Tmem263	TMEM263
Trib3	TRIB3
Cacna1g	CACNA1G
Pcm1	PCM1
Trappc12	TRAPPC12
C130074G19Rik	C1orf115
Fgd2	FGD2
Rbm48	RBM48
Dph3	DPH3
Nr2c2	NR2C2
Galntl6	GALNTL6
Slc25a1	SLC25A1
Cpt2	CPT2
Slc25a22	SLC25A22
Shisa9	SHISA9
Spast	SPAST
Sec22b	SEC22B
Acot11	ACOT11
Eif5a	EIF5AL1
Eif5a	EIF5A
Myo7a	MYO7A
Eif2b2	EIF2B2
Plekha3	PLEKHA3
Pgbd5	PGBD5
Olig1	OLIG1
Olfr1066	OR8K3
Morc2a	MORC2
Hipk4	HIPK4
Alppl2	ALPP
Alppl2	ALPPL2
Alppl2	ALPI
Gp2	GP2
Mrps25	MRPS25
Gins3	GINS3
Sf3b3	SF3B3
H2-Ob	HLA-DOB
6430573F11Rik	KIAA1456
Ypel4	YPEL4
Ube2q2	UBE2Q2
Ccdc129	CCDC129
Fam208b	FAM208B
Gm21988	RNASEK
Cry1	CRY1
Irs4	IRS4
Zcchc6	ZCCHC6
Aqp9	AQP9
Tmem267	TMEM267
Reln	RELN
Rnasek	RNASEK
Aqp12	AQP12B
Aqp12	AQP12A
Foxl2	FOXL2
Tomm40l	TOMM40L
Retn	RETN
Ang6	ANG
Sbk1	SBK1
0610010K14Rik	RNASEK-C17orf49
0610010K14Rik	C17orf49
Kcnh4	KCNH4
Selenot	SELENOT
Lctl	LCTL
Lrrtm1	LRRTM1
Blm	BLM
Ctnna2	CTNNA2
Rtl1	RTL1
Sult2a1	SULT2A1
Gm15294	GAPDH
Lrrc41	LRRC41
Hdac8	HDAC8
Gpr20	GPR20
Rtkn2	RTKN2
Hax1	HAX1
St18	ST18
Upp2	UPP2
Fam122c	FAM122C
Sfrp2	SFRP2
Pfkfb3	PFKFB3
Gm9780	PLAC9
Abl1	ABL1
Zwilch	ZWILCH
Gdi2	GDI2
Fam98a	FAM98A
Cdh11	CDH11
Pld3	PLD3
Ndufv3	NDUFV3
Immt	IMMT
Klhl13	KLHL13
Wasf2	WASF2
Cfl2	CFL2
Agr2	AGR2
Arhgap29	ARHGAP29
Fam151a	FAM151A
Kcnd3	KCND3
Nr1i3	NR1I3
Rad54l	RAD54L
4933434E20Rik	C1orf43
Isca1	ISCA1
Olfr1537	OR8G1
Sptlc2	SPTLC2
Erich6	ERICH6
Asb1	ASB1
Map7d3	MAP7D3
Styx	STYX
Syn3	SYN3
Sntb1	SNTB1
Mark1	MARK1
1110004F10Rik	C11orf58
Bag4	BAG4
Slc37a4	SLC37A4
Tspyl5	TSPYL5
Cxcl1	CXCL2
Cxcl1	CXCL3
Cxcl1	CXCL1
Ddhd2	DDHD2
Mospd1	MOSPD1
Hcn1	HCN1
Ice2	ICE2
Bmpr1b	BMPR1B
Nudcd3	NUDCD3
Anxa5	ANXA5
Il10rb	AP000295.1
Il10rb	IL10RB
Hpgd	HPGD
Mapk4	MAPK4
Timp3	TIMP3
Ewsr1	EWSR1
Sftpd	SFTPD
Exosc2	EXOSC2
Smox	SMOX
Gnpnat1	GNPNAT1
Ccl28	CCL28
Pus1	PUS1
Trav13-4-dv7	TRAV22
Prps1	PRPS1
Hkdc1	HKDC1
Slc1a7	SLC1A7
Plin2	PLIN2
Gm21970	AP000295.1
Gm21970	IL10RB
Xrcc1	XRCC1
Dexi	DEXI
Traip	TRAIP
Ifnar2	IFNAR2
Dlc1	DLC1
Slc9a1	SLC9A1
Pigk	PIGK
Rab39	RAB39A
Pdzd7	PDZD7
Cebpg	CEBPG
Notch2	NOTCH2
Gm28230	AC009336.2
Imp4	IMP4
Nfasc	NFASC
Rgs13	RGS13
Hoxd8	HOXD8
March7	MARCH7
Scamp5	SCAMP5
Mobp	MOBP
Slc35e1	SLC35E1
Hoxd4	HOXD4
Ssr4	SSR4
Zfp654	ZNF654
Rnf123	RNF123
Akna	AKNA
Tcrg-C3	TRGC1
Tcrg-C3	TRGC2
Psg20	PSG6
Psg20	CEACAM8
Psg20	PSG5
Psg20	PSG2
Psg20	CEACAM6
Psg20	CEACAM5
Psg20	PSG3
Psg20	CEACAM3
Psg20	PSG9
Psg20	PSG7
Psg20	CEACAM7
Psg20	CEACAM1
Psg20	PSG4
Psg20	PSG11
Psg20	PSG1
Psg20	PSG8
Psg20	AC243967.1
Hoxd3	HOXD3
Pgls	PGLS
Slc35f2	SLC35F2
Tcrg-C2	TRGC1
Tcrg-C2	TRGC2
Cacna1f	CACNA1F
Otud7a	OTUD7A
Alpi	ALPP
Alpi	ALPPL2
Alpi	ALPI
Ubb	UBB
Armc2	ARMC2
Kmo	KMO
Olfr945	OR8G1
Cebpa	CEBPA
Eda2r	EDA2R
Hcrt	HCRT
Resp18	RESP18
Pabpc4l	PABPC4L
Tlr8	TLR8
Gm6569	AC138647.1
Gabra6	GABRA6
Gpr37l1	GPR37L1
Mroh5	MROH5
Ccdc7a	CCDC7
Fam129c	FAM129C
Olfr1502	OR9I1
Acvr1b	ACVR1B
Btbd11	BTBD11
Trav14-3	TRAV23DV6
Sun1	SUN1
Pycard	PYCARD
Ccdc115	CCDC115
Psg22	PSG6
Psg22	CEACAM8
Psg22	PSG5
Psg22	PSG2
Psg22	CEACAM6
Psg22	CEACAM5
Psg22	PSG3
Psg22	CEACAM3
Psg22	PSG9
Psg22	PSG7
Psg22	CEACAM7
Psg22	CEACAM1
Psg22	PSG4
Psg22	PSG11
Psg22	PSG1
Psg22	PSG8
Psg22	AC243967.1
Zfp804a	ZNF804A
Slc36a3	SLC36A3
Ndrg4	NDRG4
Nkx2-1	NKX2-1
Hmgcs1	HMGCS1
Abcd4	ABCD4
Sult2a4	SULT2A1
Rnf146	RNF146
Rpl3	RPL3
Mtmr4	MTMR4
Ahsa2	AHSA2
St6galnac5	ST6GALNAC5
Tmem65	TMEM65
Tssc1	EIPR1
Zranb3	ZRANB3
Srsf10	SRSF10
Gm29427	PFKFB2
Ezh2	EZH2
Tspan13	TSPAN13
Rnpep	RNPEP
Mphosph6	MPHOSPH6
Yod1	YOD1
Syngr1	SYNGR1
2310030G06Rik	C11orf52
Tomm20l	TOMM20L
Glyat	GLYAT
Pfkfb2	PFKFB2
Olfr948	OR8G1
Card19	CARD19
Olfr228	OR8K3
Trav3-4	TRAV5
Tlx3	TLX3
Sf3b5	SF3B5
Timm9	TIMM9
Chuk	CHUK
Cryba4	CRYBA4
Fh1	FH
Hspb2	HSPB2
Hspb2	HSPB2-C11orf52
Mbd1	MBD1
Zmym2	ZMYM2
Cryab	CRYAB
Echdc1	ECHDC1
Cul4b	CUL4B
Igf1r	IGF1R
Pim1	PIM1
Eml3	EML3
Pgrmc2	PGRMC2
Clcn1	CLCN1
Olfr657	OR56B1
Siah2	SIAH2
Calm3	CALM3
Calm3	CALM2
Cog2	COG2
Ranbp17	RANBP17
Nim1k	NIM1K
Med26	AC008764.1
Med26	MED26
Npc1l1	NPC1L1
Tlr2	TLR2
Trgv2	TRGV11
Crybb1	CRYBB1
Rbm25	RBM25
Sln	SLN
Igsf9b	IGSF9B
Dcx	DCX
Tsn	TSN
Kazald1	KAZALD1
Elf3	ELF3
Card10	CARD10
Stard4	STARD4
Gne	GNE
Sult2a3	SULT2A1
Usp34	USP34
Ahcyl2	AHCYL2
Coq3	COQ3
Pdzd4	PDZD4
Slc7a10	SLC7A10
4931423N10Rik	CCDC144A
4931423N10Rik	AC098850.4
Nutf2	NUTF2
Rars2	RARS2
Met	MET
Adprhl1	ADPRHL1
Faim	FAIM
Zfp131	ZNF131
Fam205a2	FAM205A
H2-Ab1	HLA-DQB1
